Ticker,Date,RS_Rating,Close,Prev20High,RVOL,OBV_Up,MFI,VolSurge,Tight,BaseWeeks,StrictConfirm,HighQuality,R1,R3,R5,R10
ECLERX.NS,2024-08-19,80.9,1349.3499755859375,1292.8499755859375,5.06,True,74.94054910488582,True,False,4,True,True,-0.36869423618414165,-0.605841842792687,2.152892085354674,5.775006502244695
ECLERX.NS,2024-08-27,80.9,1404.625,1392.0,8.63,True,83.04696275315634,True,False,1,True,True,1.797632820147732,3.3656687310892552,3.2179372552727514,-1.9168852062383168
ECLERX.NS,2024-11-06,80.9,1642.425048828125,1590.0,20.22,True,78.88180280710594,True,False,1,True,True,0.3196492895518155,2.922507790187945,1.1431207991589032,-0.5266617444877775
ECLERX.NS,2024-11-27,80.9,1731.425048828125,1721.5,2.34,True,88.89949117250194,True,True,2,True,True,-0.20214562578777517,2.2871319560000547,4.289813318458191,9.6437888373482
ECLERX.NS,2024-12-02,80.9,1771.0250244140625,1763.0,0.85,True,86.39009585004725,False,True,1,True,True,0.4559478867073974,4.480454792680866,3.8607585470240124,8.226871397262126
ECLERX.NS,2024-12-04,80.9,1805.699951171875,1797.824951171875,0.61,True,83.95834427820917,False,True,1,True,True,2.4741125345399517,1.8663163401160032,5.133747341690209,3.5595628372448562
ECLERX.NS,2024-12-05,80.9,1850.375,1812.4000244140625,1.24,True,91.21925590676418,False,True,1,True,True,-2.294126929507534,0.6674309578294846,3.623592451698987,1.028171284959134
ECLERX.NS,2025-05-13,80.9,1352.199951171875,1347.0,1.66,True,51.01645104703911,False,True,2,False,True,1.63807315588691,22.089933739704783,24.360304415673895,25.994676282555318
ECLERX.NS,2025-05-14,80.9,1374.3499755859375,1365.050048828125,1.22,True,46.69273782145879,False,False,0,False,False,14.817915962579974,19.452830817125456,24.055006472786534,22.34874885366174
ECLERX.NS,2025-05-15,80.9,1578.0,1385.949951171875,47.33,True,90.00900735673923,True,False,0,True,True,4.619773410270112,6.565270949679181,7.065906210392892,11.204058861097899
ECLERX.NS,2025-05-16,80.9,1650.9000244140625,1604.5,0.77,True,92.19730711315361,True,False,0,True,True,-0.5572762194035796,3.273967288055246,1.6657580467212219,7.277849817508253
ECLERX.NS,2025-05-20,80.9,1681.5999755859375,1662.0,0.21,True,93.38744471854794,False,False,0,True,False,1.3885570840235895,-0.19029205627575374,1.3142231152945216,4.885229876709407
ECLERX.NS,2025-05-21,80.9,1704.949951171875,1697.5,0.24,True,95.22267663687424,False,False,0,True,False,-0.9061820941579923,-1.369540236057265,-1.3754040789148658,2.706825756518061
ECLERX.NS,2025-05-30,80.9,1771.050048828125,1768.800048828125,3.49,True,98.05940486786513,True,True,1,True,True,-2.1653875722837834,-1.1264545152401606,1.8124826911118275,0.9796434379377272
ECLERX.NS,2025-06-09,80.9,1823.9000244140625,1809.0,0.9,True,89.34884105547712,False,True,2,True,True,1.1212210591665883,0.8470832263319128,-1.0773630216039498,-4.553432080511389
ECLERX.NS,2025-06-10,80.9,1844.3499755859375,1834.3499755859375,0.68,True,88.24773677174217,False,True,2,True,True,-0.34157978915096976,-3.0335864620325115,-1.7079188015817204,-4.89332291564285
ECLERX.NS,2025-07-17,80.9,1834.550048828125,1819.9000244140625,2.94,True,60.30210131279004,True,True,4,True,True,1.2700622025927366,1.8233327127402221,-0.2752745192942996,2.673676130511926
ECLERX.NS,2025-07-18,80.9,1857.8499755859375,1855.0,0.95,True,68.03886097313988,True,True,5,True,True,-0.09419490394794172,-0.9123422986040186,-1.8542913380834247,2.247221279900846
ECLERX.NS,2025-08-04,80.9,2043.6500244140625,1971.5,2.74,True,88.39859817271363,True,False,2,True,True,-2.696155160017444,0.6654747840123321,0.5284626344429499,-1.1278863089453695
ECLERX.NS,2025-08-25,80.9,2119.39990234375,2100.0,24.1,True,77.3529189403879,True,True,3,True,True,5.0981435220713855,-0.412852713181866,6.976035881324205,2.345012626335352
ECLERX.NS,2025-08-26,80.9,2227.449951171875,2140.0,2.73,True,86.36929584953877,True,True,2,True,True,-4.709416805911237,0.9405352143087686,-1.0527711816616936,0.4511907808674831
ECLERX.NS,2025-10-21,80.9,2219.89990234375,2196.5,0.47,True,79.61243155501016,False,False,2,True,False,-2.1622596563620755,7.826929485268974,4.500209508496367,2.9303145046966295
ECLERX.NS,2025-10-27,80.9,2393.64990234375,2263.5,15.56,True,93.9537448051104,True,False,1,True,True,-1.4601112358851531,-1.3786477282115461,-1.1342470056780685,-9.307952866012059
ECLERX.NS,2025-12-03,80.9,2455.699951171875,2433.949951171875,3.07,True,73.87180148540776,True,True,3,True,True,-0.3013357694704788,-3.076517910588872,-10.12949484652207,-9.223439528591948
ECLERX.NS,2026-04-17,80.9,1631.0999755859375,1603.4000244140625,1.34,True,62.6323187520228,True,True,1,True,True,-0.692779530804255,-8.068173475305407,-9.99938556968878,-12.390410067496783
ESCORTS.NS,2025-07-23,88.3,3461.341064453125,3442.6355163850944,0.84,True,68.30970338801572,False,False,4,True,True,-0.9629732086121723,-1.9949423222588414,-1.414274986134867,-2.673333872679773
ESCORTS.NS,2025-08-18,88.3,3605.613525390625,3491.389606739693,21.34,True,86.57523387660719,True,False,7,True,True,-0.6622905783915889,-1.3245811567831778,-1.5177478314962078,0.7340306554591836
ESCORTS.NS,2025-11-03,88.3,3827.19580078125,3804.808626246204,2.1,True,81.03762029384501,False,True,4,True,True,-0.6291450590621639,-5.649292168749631,-6.044458240310114,-5.919663918423057
ESCORTS.NS,2026-01-01,88.3,3801.42578125,3791.8739942691204,5.06,True,65.20344629634926,True,False,11,True,True,0.6936066854027922,3.3502604902560185,1.6096961974588098,-3.418311642938243
ESCORTS.NS,2026-01-05,88.3,3942.215576171875,3863.412861451859,1.64,True,70.69124367687547,True,False,12,True,True,-0.3407253775627672,-2.019128257546221,-5.3178872153048395,-9.820549112963983
ESCORTS.NS,2026-04-16,88.3,3282.199951171875,3240.0,0.94,True,63.110462154091145,False,True,1,True,True,0.3899838223919039,2.3673131536100733,0.8165270009999448,-1.2369707549696685
ESCORTS.NS,2026-04-20,88.3,3316.0,3310.800048828125,1.02,True,69.83763105828169,False,True,1,True,True,1.3238812528272081,-0.21109770808203088,-1.6133896260554836,-3.344387887326594
ESCORTS.NS,2026-04-21,88.3,3359.89990234375,3329.0,1.28,True,78.35766772739079,False,True,1,True,True,-0.6339416442925017,-3.8274906173817347,-1.5268253870216464,-4.535846506541496
GVT&D.NS,2025-07-30,168.7,2592.25048828125,2565.1002039003115,0.1,True,62.44106108532199,False,False,1,True,False,4.998079650340026,6.961884402673313,7.79745783000676,12.318058877788719
GVT&D.NS,2025-07-31,168.7,2721.813232421875,2592.25048828125,0.17,True,67.73804091100592,False,False,2,True,False,4.998534786640807,3.403250665759394,2.2663939973523117,4.305404103332933
GVT&D.NS,2025-08-01,168.7,2857.864013671875,2721.813232421875,3.43,True,83.31785035947307,True,False,0,True,True,-2.9792895169758027,-2.2213753493884325,-2.0467355914083996,-1.1281490876625333
GVT&D.NS,2025-09-17,168.7,2992.699951171875,2958.0,0.9,True,73.26883492042616,False,True,6,True,True,-0.227221202896144,1.0057840126760365,1.0057840126760365,2.6831974517419033
GVT&D.NS,2025-09-19,168.7,3068.699951171875,3003.89990234375,1.86,True,75.13036757591041,True,True,2,True,True,-1.4957442263529797,-1.4957442263529797,-5.279108501244489,2.515721719303121
GVT&D.NS,2025-10-03,168.7,3170.10009765625,3147.0,1.79,True,86.8733987109126,True,True,2,True,True,-0.7633889961516371,-3.454149604959056,-4.974612487129115,-6.640168875286589
GVT&D.NS,2025-12-22,168.7,3097.800048828125,3083.0,4.7,True,65.79549372125086,True,True,1,True,True,1.0362145073814055,-0.7973384589886279,1.5172057350111956,-0.5423219240531796
GVT&D.NS,2026-01-30,168.7,3230.300048828125,3197.699951171875,1.03,True,59.339013942359244,True,False,0,True,True,1.860503749099962,8.671016601607606,9.96501555515028,9.989782567998384
GVT&D.NS,2026-02-02,168.7,3290.39990234375,3273.10009765625,0.35,True,66.26989888309546,False,False,0,True,False,5.0449794835502715,6.780333828035179,12.18696851146779,11.542671410778782
GVT&D.NS,2026-02-03,168.7,3456.39990234375,3320.0,1.26,True,74.99563433317317,True,False,0,True,True,1.5623192201626557,2.771671436605594,4.582807283872614,5.549127828005873
GVT&D.NS,2026-04-23,168.7,4496.39990234375,4344.0,4.27,True,83.12836277117214,True,True,1,True,True,2.2662553277486452,0.5426541872094459,-0.6716419288130604,6.044842515610638
GVT&D.NS,2026-05-07,168.7,4768.2001953125,4694.0,1.38,True,79.63901502820983,False,True,2,True,True,-2.9927475665301406,-10.188336753274918,-9.02647483316904,0.5536659800841282
GVT&D.NS,2026-05-27,168.7,5097.7001953125,4962.39990234375,1.19,True,75.45950047612818,True,True,0,True,True,0.0,-6.722643195604638,-2.6129468232553577,-4.545190702378998
IDFCFIRSTB.NS,2025-09-04,114.6,72.2300033569336,71.69999694824219,1.99,True,60.63986176809157,True,True,7,True,True,0.5122457427547467,1.7997997534891397,0.29073663950272,-0.38765941530933823
IDFCFIRSTB.NS,2025-09-05,114.6,72.5999984741211,72.36000061035156,1.02,True,66.78380521987202,False,True,7,True,True,-0.45454798621286097,0.12397240933446074,-0.7713465156522936,-1.170796820917408
IDFCFIRSTB.NS,2025-09-09,114.6,73.52999877929688,73.23999786376953,1.48,True,62.10302936148607,True,True,7,True,True,-1.1423858994094482,-2.026380917320314,-2.69277269197582,-4.107162645454466
IDFCFIRSTB.NS,2025-10-10,114.6,74.43000030517578,73.7300033569336,1.63,True,58.815802224986946,True,False,12,True,True,-0.9673535103466246,-1.961573395789884,-3.426041974072769,4.8367573013038845
IDFCFIRSTB.NS,2025-10-20,114.6,76.93000030517578,74.6500015258789,4.32,True,67.6171678062964,True,False,13,True,True,-0.20798604117334696,1.6508470532021535,2.9507300585746687,5.459504655636427
IDFCFIRSTB.NS,2025-10-23,114.6,78.95999908447266,77.3499984741211,2.54,True,76.68937839837736,True,False,2,True,True,-0.9625153812595766,0.30394866584633196,-0.037992375436557424,3.178827463694911
IDFCFIRSTB.NS,2025-10-31,114.6,81.7699966430664,80.12999725341797,3.58,True,75.20986416923513,True,False,3,True,True,0.26904883176581684,-1.7121119652180994,-0.6848447860872353,-0.9294295438868394
IDFCFIRSTB.NS,2025-12-15,114.6,83.87000274658203,82.81999969482422,2.17,True,77.96931987110372,True,True,7,True,True,-0.4888561448462392,-0.09538789607104192,1.7646305938619822,1.1446274627811226
IDFCFIRSTB.NS,2025-12-19,114.6,84.68000030517578,84.44999694824219,2.06,True,79.20005065086852,True,True,8,True,True,0.7912118168761584,-0.5196060933166491,-0.1653275733867421,0.2952290967159099
IDFCFIRSTB.NS,2025-12-22,114.6,85.3499984741211,85.0,0.79,True,78.77165722872034,False,True,8,True,True,-0.41007437654169143,-0.26947361646268986,-0.6092520824403702,-0.7264149130307151
IDFCFIRSTB.NS,2026-04-15,114.6,66.91000366210938,66.5199966430664,0.75,True,55.97991015524162,False,True,1,False,True,1.3600298653550391,0.8817759760858301,2.196971320958152,4.842322054159909
IDFCFIRSTB.NS,2026-04-16,114.6,67.81999969482422,67.23999786376953,1.46,True,64.71682411585454,False,True,1,True,True,1.0468874781296211,0.1769430066676847,0.01474806292460773,2.6835737290088924
